player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,role,3p/100?,dob,bt_fetch_year
Olivia Delancy,Southern,SWAC,32,43.8,83.8,24.7,38.2,40.81,4.9,10.6,1.3,13,36,61,0.59,43,130,0.331,39,136,0.287,3.6,1.6,22.9,Sr,6-0,30,0.658055,87.0265,4,2026,67518,"Saint Petersburg, FL",,0.11427494,21,52,22,78,0.4038,0.2821,0,0,,,90.4758,95.254,1.39498,100.385,-5.29552,-2.69581,-2.5997,-2.9179,17.4818,-0.934064,-1.98383,0.9091,1.5455,2.4545,0.1212,0.5455,0.5455,7.3939,Wing G,13.65,,2026
Meghan Fiso,Pepperdine,WCC,32,69.5,93.1,22.7,44.7,47.85,3.9,13.9,14.2,16.9,54,79,0.684,127,272,0.467,14,59,0.237,1.5,1.4,23.9,Sr,5-10,13,1.96814,96.6051,2.4,2026,67519,"Seattle, WA",,1.04685506,80,151,47,121,0.5298,0.3884,0,0,,,94.4284,94.365,2.29928,178.01,-1.05153,-0.468713,-0.582819,-0.51578,27.8706,0.0703876,-0.586167,0.9412,3.8824,4.8235,1.9706,0.7647,0.4118,10.9118,Wing G,3.70214,,2026
Hannah Ronsiek,Colorado St.,MWC,34,82.5,91.8,13.6,47.2,49.48,0.5,17.1,3.7,14.3,24,29,0.828,30,67,0.448,60,187,0.321,2.2,2.7,11.4,Sr,5-11,30,0.783797,83.0444,3.9,2026,67533,"Sioux Falls, SD",,0.5946457,9,18,21,49,0.5,0.4286,0,0,,,81.6404,81.49,4.20619,251.776,4.12259,0.746117,3.37648,2.56826,32.7171,-0.603055,3.17132,0.1429,5.2571,5.4,0.6286,1.5143,0.6571,7.7143,Wing G,10.149,,2026
Brooke Moore,St. John's,BE,34,75.6,105.5,19.8,54.5,59.64,4.1,13.9,10.4,20.4,93,122,0.762,121,214,0.565,21,66,0.318,3.6,2.2,43.6,So,6-0,10,3.67159,111.2,2.9,2026,67542,"Kennesaw, GA",,0.65216318,102,170,19,44,0.6,0.4318,0,0,,,91.2338,87.3438,3.23716,203.77,5.51202,2.6576,2.85442,5.22646,30.2324,2.87235,2.3541,0.9118,3.7059,4.6176,1.3235,1.0882,1.0882,11.7059,Wing G,3.86567,,2026
Mady Cartwright,Tulsa,Amer,31,81.5,95.6,25.1,43,51.22,1.9,10,16.8,20.8,140,170,0.824,70,174,0.402,64,212,0.302,0.8,2.5,44,Jr,5-10,22,2.92394,102.045,3,2026,67543,"Greenwood, AR",,0.7857211,60,120,10,54,0.5,0.1852,0,0,,,90.2721,91.8689,2.98025,207.359,0.269266,1.08666,-0.817392,0.981963,33,0.969684,0.0122798,0.5484,3.0323,3.5806,2.4839,1.5484,0.2581,15.2258,Combo G,11.291,,2026
Teniesha Clarke,Akron,MAC,9,9.5,40.7,20.3,25,28.15,2.9,7.2,8.5,47.5,3,6,0.5,3,14,0.214,2,10,0.2,0,1.9,25,Jr,5-9,22,-1.41684,42.5094,4.6,2026,67544,"Burlington, Canada",,0.33335078,3,12,0,2,0.25,0,0,0,,,107.841,104.278,0.585524,19.0025,-13.9652,-10.2435,-3.72172,-13.6427,12.3091,-9.1114,-4.5313,0.3636,0.6364,1,0.6364,0.6364,0,1.7273,Combo G,4.79793,,2026
Sydney White,Weber St.,BSky,30,80.9,74.2,18.7,37.5,42.33,0.6,8,23.8,30.2,44,59,0.746,54,136,0.397,21,92,0.228,0.1,2.1,25.9,Jr,5-9,22,-0.427684,72.3927,2.6,2026,67549,"Centennial, CO",,1.19802294,50,102,4,34,0.4902,0.1176,0,0,,,100.067,99.9041,2.05462,168.871,-5.76838,-3.717,-2.05138,-5.7118,32.5625,-4.27541,-1.43639,0.1562,2.4688,2.625,3.7812,1.3125,0.0312,7.2812,Scoring PG,5.23405,,2026
Denae Carter,Villanova,BE,32,50,104.3,23.3,54.7,56.43,8.9,18.7,21.2,21.1,32,49,0.653,107,200,0.535,10,23,0.435,6,4,22,Sr,6-0,25,2.98338,117.855,5.9,2026,67551,"Philadelphia, PA",,1.22810461,96,157,11,43,0.6115,0.2558,0,0,,,80.0279,73.903,3.17328,175.447,11.775,4.51572,7.25925,8.92952,20.6406,3.34497,5.58454,1.625,3.3438,4.9688,2.1875,1.4688,1.1875,8.625,Stretch 4,1.98628,,2026
Ty Williams,VCU,A10,25,43.5,81.7,15.3,43.2,45.02,2.2,9.2,19.2,29.2,9,12,0.75,15,44,0.341,24,74,0.324,0.4,3.2,10.2,Sr,5-7,0,0.186499,78.6925,3.3,2026,67552,"New Orleans, LA",,1.14285715,9,23,6,21,0.3913,0.2857,0,0,,,96.485,93.6879,1.8353,105.411,-1.08221,-1.2895,0.207289,-1.33512,21.576,-2.08573,0.750602,0.44,1.8,2.24,1.92,1.2,0.08,4.44,Scoring PG,7.87749,,2026
Jasmine Shavers,Florida St.,ACC,31,68.4,92.1,23.9,40.3,45.28,3.5,13.6,11.2,15.5,72,85,0.847,69,219,0.315,56,161,0.348,0.3,2.4,22.4,Jr,5-9,3,2.70068,104.662,2.6,2026,67553,"Mesquite, TX",89.2,0.76667524,40,111,29,108,0.3604,0.2685,0,0,,,100.45,90.9232,2.58851,176.754,1.77053,2.34472,-0.574192,2.1787,27.6774,2.1868,-0.00810136,1,3.8065,4.8065,1.4839,1.2581,0.0968,12.1935,Wing G,9.95324,,2026
Mia Moore,Clemson,ACC,32,76.7,105.3,25.8,50.9,54.58,3.1,16.8,30.8,21.4,87,130,0.669,119,242,0.492,34,92,0.37,0.9,2.4,38.9,Sr,5-6,12,4.76226,119.457,2.5,2026,67554,"Alpharetta, GA",,1.57606954,98,183,21,59,0.5355,0.3559,0,0,,,87.7801,81.734,4.00013,209.31,7.6034,4.41874,3.18467,7.82656,32.1,4.85164,2.97493,0.8438,4.5312,5.375,4.5312,1.2812,0.2812,13.3438,Scoring PG,5.51479,,2026
London Gamble,Northern Colorado,BSky,1,0.7,18.2,16.6,0,0,0,0,19,0,0,0,0,0,4,0,0,0,0,0,0,0,Sr,5-8,3,-1.69306,16.5381,0,2026,67557,"Westlake Village, CA",,2,0,1,0,3,0,0,0,0,,,102.873,107.712,0.297647,0.88739,-21.8313,-12.4354,-9.39585,-19.0215,12.2,-9.12357,-9.8979,1.5,1,2.5,1,0.5,0.5,6.5,PF/C,0,,2026
Ava Gugliuzza,SIU Edwardsville,OVC,29,52.5,80.6,15.5,37.1,38.21,0.9,8.9,7.3,15.2,9,15,0.6,9,37,0.243,37,137,0.27,1.4,2.4,8.6,Jr,5-5,5,-0.316176,71.8587,2.4,2026,67563,"New Lenox, IL",,0.84615385,9,30,0,7,0.3,0,0,0,,,93.6621,95.9214,1.62209,112.993,-1.64969,-1.58667,-0.063024,-2.38977,20.8281,-2.8503,0.460528,0.25,1.7812,2.0312,0.6875,0.875,0.3125,5.5312,Combo G,13.4719,,2026
Desrae Kyles,Mississippi,SEC,16,6,76.6,16.3,33.3,38.76,12.3,18.7,3.9,32.2,4,6,0.667,6,18,0.333,0,0,0,2.3,0.7,33.3,So,6-5,7,0.0661376,79.7352,12.5,2026,67565,"Benton Harbor, MI",,0.25,4,10,2,8,0.4,0.25,0,0,,,88.6137,80.8971,0.6982,17.3948,-0.932655,-1.75264,0.819984,-4.62153,5.3937,-5.82207,1.20054,0.625,0.875,1.5,0.125,0.0625,0.125,1,PF/C,0,,2026
Niyah Gaston,Norfolk St.,MEAC,26,21.9,103.3,14.3,51.3,52.38,2.9,8.9,2.7,13.8,3,3,1,3,8,0.375,24,68,0.353,0,1.3,3.9,So,5-10,20,0.540311,92.1339,1.6,2026,67573,"Suffolk, VA",,0.25,3,4,0,4,0.75,0,0,0,,,89.7024,97.8309,0.690818,40.7363,-3.94489,-1.03878,-2.90611,-1.19665,9.97,0.0874202,-1.28407,0.2667,0.8,1.0667,0.1,0.2,0,3.3667,Wing G,14.9799,,2026
Ale'Jah Douglas,Grand Canyon,MWC,32,53,90.4,17.4,41.8,47.1,1.5,7.1,14.7,22,41,52,0.788,37,92,0.402,26,90,0.289,1.2,1.9,28.6,Sr,5-6,3,0.946638,89.0659,3.2,2026,67574,"Omaha, NE",,1.04347826,28,60,9,32,0.4667,0.2813,0,0,,,93.6341,91.351,1.97612,121.901,-0.787331,-0.841196,0.0538646,-0.556276,21.2063,-1.25582,0.699549,0.2812,1.2812,1.5625,1.5,0.7188,0.25,6.0312,Combo G,7.47471,,2026
Sydney Harris,Iowa St.,B12,32,44.2,106.8,15.8,52.2,56.69,2.3,15.1,5.4,15.3,35,41,0.854,15,37,0.405,46,124,0.371,0.7,1.5,25.5,Sr,6-1,25,1.77214,105.075,2.3,2026,67575,"Edwardsville, IL",,0.76011267,6,14,9,23,0.4286,0.3913,0,0,,,93.6667,87.6012,1.8787,114.699,4.33156,4.15871,0.172853,4.49858,17.6875,3.90178,0.5968,0.3438,2.5,2.8438,0.5938,0.4688,0.125,6.3438,Wing G,12.0241,,2026
Asta Blauenfeldt,Maine,AE,32,86.6,101.2,17.1,52.5,54.88,1,5.4,10.4,16,34,40,0.85,71,137,0.518,59,167,0.353,0.7,2.8,13.2,Sr,5-6,6,2.37453,95.9594,2.9,2026,67576,"Kongens Lyngby, Denmark",,1.08163532,60,105,10,31,0.5714,0.3226,0,0,,,94.8349,96.3469,2.62651,182.058,-0.669811,0.866834,-1.53665,-0.55147,34.6344,-0.0840302,-0.46744,0.3125,1.5625,1.875,1.6562,1.5625,0.25,11.0312,Combo G,9.28747,,2026
Taylor Anderson,Central Michigan,MAC,29,65.9,90.9,18,34.6,43.18,11.2,29.2,18.1,27.8,62,87,0.713,42,134,0.313,11,35,0.314,1.5,3,51.5,Sr,5-10,24,1.08385,88.0421,3.9,2026,67578,"South Lyon, MI",,1.17391309,38,109,4,25,0.3486,0.16,0,0,,,84.4104,83.7947,3.14893,213.013,4.49339,0.976501,3.51689,2.88513,26.1333,0.582608,2.30253,2.6,6.9667,9.5667,2.7,1.3667,0.4,6.0667,Wing G,2.53957,,2026
Aysia Hinton,North Carolina Central,MEAC,27,55,84.6,12.8,46.2,46.26,1.3,7.8,6,19.9,1,2,0.5,7,19,0.368,44,139,0.317,1.2,2.6,1.3,Jr,5-8,0,-0.171167,73.9599,3.4,2026,67583,"Durham, NC",,0.531267,2,4,5,15,0.5,0.3333,0,0,,,91.814,98.4269,1.51053,122.608,-1.91953,-1.6257,-0.29383,-1.86635,22.1897,-2.05241,0.186062,0.3103,1.7241,2.0345,0.5862,1.2069,0.2414,6.4828,Combo G,11.8527,,2026
Halle Wright,Idaho St.,BSky,28,36.2,94.7,17.4,30,42.62,11.3,13.7,6.3,17.2,49,60,0.817,18,68,0.265,9,37,0.243,2.7,1.6,57.1,Sr,6-0,24,0.718134,89.9494,3,2026,67591,"Prosser, WA",,0.63637519,13,47,5,21,0.2766,0.2381,0,0,,,88.2764,89.8541,1.48075,83.0062,-0.889533,-0.956472,0.0669396,-0.650717,15.0536,-0.384769,-0.265948,1.5357,1.75,3.2857,0.5,0.4286,0.3214,4,Wing G,5.03344,,2026
Nadira Eltayeb,Kansas,B12,23,11.9,58.7,14.1,55.6,52.97,3.2,19.6,11.7,55.6,0,2,0,10,18,0.556,0,0,0,3.9,1.4,11.1,Sr,6-4,33,-0.523079,55.3893,10.2,2026,67593,"Tacoma, WA",,0.52001536,6,9,4,9,0.6667,0.4444,0,0,,,91.0783,84.5931,0.844688,37.5745,-0.0241285,-4.21373,4.1896,-4.0588,7.7208,-7.82196,3.76316,0.2083,1.2917,1.5,0.5417,0.2083,0.25,1.1667,PF/C,0,,2026
Emily Siesel,Bowling Green,MAC,27,27.4,82.6,10.9,42.7,44.21,2.4,8.9,13.4,29,3,4,0.75,1,5,0.2,13,43,0.302,0.7,3,8.3,Sr,5-6,2,-0.233293,70.0571,6.3,2026,67594,"New Washington, OH",,1.37496764,1,4,0,1,0.25,0,0,0,,,96.1142,95.2149,0.87341,56.2979,-2.05003,-1.78518,-0.264854,-3.44724,12.2484,-4.33577,0.888528,0.2581,0.9677,1.2258,1.0645,0.8387,0.0645,2.3871,Scoring PG,7.98316,,2026
Talana Lepolo,Stanford,ACC,20,37.4,97.2,11,47.1,53.39,0.9,3.8,16.3,30.9,18,20,0.9,14,34,0.412,12,34,0.353,0,2.4,29.4,Sr,5-7,10,0.974159,86.8837,2.6,2026,67595,"Alameda, CA",86,1.70967753,7,15,7,19,0.4667,0.3684,0,0,,,95.0371,87.8966,2.76363,86.0558,2.63817,1.65307,0.985098,2.06936,26.445,-0.463156,2.53252,0.2,0.95,1.15,2.65,1.1,0,4.1,Scoring PG,3.70929,,2026
Jasmine Fearne,Bowling Green,MAC,26,32.4,96.4,14.2,44.8,44.86,3.2,6.5,9.4,9.9,1,2,0.5,8,15,0.533,26,90,0.289,0.3,1.1,1.9,Sr,5-11,20,0.511082,87.1422,2.8,2026,67596,"Cairns, Australia",,1.53865687,4,7,4,8,0.5714,0.5,0,0,,,101.754,100.924,0.807712,50.4121,-2.68938,0.653137,-3.34252,-2.59933,14.6467,0.00711264,-2.60644,0.5,0.8,1.3,0.6667,0.3333,0.1,4.7333,Combo G,14.1304,,2026
Avery O'Roke,NJIT,AE,20,10.6,100.5,12.2,62.5,61.07,2.7,7.3,4.2,25.3,2,5,0.4,9,12,0.75,4,12,0.333,0,0.9,20.8,Sr,5-7,25,0.2295,85.9636,3.5,2026,67602,"Winchester, VA",,0.42857145,4,6,5,6,0.6667,0.8333,0,0,,,99.7259,104.817,0.314667,18.8278,-4.73113,-1.02033,-3.7108,-4.1134,6.775,-1.99423,-2.11917,0.15,0.5,0.65,0.15,0.1,0,1.6,Wing G,5.27709,,2026
TK Pitts,Houston,B12,28,67.2,91.9,19.9,39.5,46.18,8.6,18.1,11.8,17.8,82,125,0.656,83,206,0.403,6,27,0.222,1.4,4.3,53.6,Sr,6-1,0,2.26063,98.8363,4,2026,67606,"Tulsa, OK",,0.77357496,62,116,21,90,0.5345,0.2333,0,0,,,92.2768,85.2319,3.2928,205.912,5.11775,2.20512,2.91263,3.84217,28.7821,1.65109,2.19107,2.4286,4.5714,7,1.4643,2.3214,0.4286,9.5,Wing G,1.80448,,2026
Brooklyn Gray,Rhode Island,A10,32,78.5,110.9,21.8,45.9,52.82,6,12.4,15.2,13.6,94,104,0.904,104,227,0.458,32,104,0.308,0.8,2.2,31.4,Sr,5-11,14,4.4131,116.684,2.7,2026,67610,"Rockford, IL",,1.59186425,53,101,51,126,0.5248,0.4048,0,0,,,85.1254,84.6274,3.65998,190.464,6.29861,4.76212,1.53649,6.27845,31.2152,4.55257,1.72587,1.7576,3.4545,5.2121,2.3636,1.1818,0.2424,12.3333,Wing G,6.41993,,2026
Reese Ross,Utah,B12,29,68.2,94.1,19.4,51.6,54.36,7.2,23.6,12.9,26.5,50,80,0.625,78,148,0.527,22,67,0.328,1.4,1.5,37.2,Jr,6-1,20,2.49308,100.854,4,2026,67611,"Rapid City, SD",,0.71796159,76,132,2,16,0.5758,0.125,0,0,,,90.0515,82.0556,3.65534,193.327,4.7058,1.71745,2.98835,2.8684,28.9,0.940257,1.92815,1.7,6.4667,8.1667,1.8667,0.7667,0.4333,9.3333,Wing G,4.53238,,2026
Jakoriah Long,Tarleton St.,WAC,29,80.7,92.9,20.1,48.1,52.04,2,9.6,11.6,23.3,57,74,0.77,74,175,0.423,46,122,0.377,0.6,1.6,24.9,Sr,5-7,11,1.95036,93.6037,3.5,2026,67614,"Waco, TX",,0.64634053,57,124,17,51,0.4597,0.3333,0,0,,,96.0224,98.0606,2.25729,165.053,-1.04489,0.276086,-1.32097,-1.23098,32.329,-0.252454,-0.978521,0.6129,2.9032,3.5161,1.7097,1,0.1613,11.7419,Combo G,7.24941,,2026
Chaé Harris,Memphis,Amer,23,43.4,86.9,26.7,42.8,44.2,1.8,8.9,11.2,12.2,29,55,0.527,61,137,0.445,39,142,0.275,2.5,3,19.7,Sr,5-8,5,1.53592,95.5623,3.3,2026,67617,"Snellville, GA",,0.79409896,21,38,39,98,0.5526,0.398,0,1,0,,89.9495,88.8598,2.32771,112.773,0.237483,0.696423,-0.45894,3.87739,23.0917,2.77173,1.10567,0.4167,1.9583,2.375,1.125,1.4167,0.625,11.6667,Combo G,14.0303,,2026
Nykesha Sanders,Delaware St.,MEAC,27,77,65.5,13.2,40,40.63,0.7,7.7,19.1,38.3,7,15,0.467,22,66,0.333,20,64,0.313,0,2.4,11.5,Sr,5-7,5,-2.08317,56.703,2.8,2026,67618,"Detroit, MI",,0.98719234,10,23,12,43,0.4348,0.2791,0,0,,,97.3885,105.744,1.33095,139.734,-6.64209,-4.26847,-2.37362,-7.26106,30.1,-5.33156,-1.9295,0.1667,1.9,2.0667,2.5667,1.2333,0,3.8,Scoring PG,4.3763,,2026
Anya McKenzie,West Georgia,ASun,27,13.3,89.7,13.7,45.8,50.65,11.6,19.5,1.2,28.4,9,15,0.6,11,24,0.458,0,0,0,8.3,1.8,62.5,Jr,6-2,2,0.0415559,78.2708,3.6,2026,67619,"Luton, United Kingdom",,0.24987917,10,18,1,6,0.5556,0.1667,0,0,,,90.3071,96.649,0.432805,38.828,-3.38187,-3.73481,0.352942,-0.941572,6.2276,-0.958675,0.0171029,0.8276,1.1724,2,0.1034,0.2069,0.6552,1.5517,PF/C,0,,2026
Sauda Ntaconayigize,Lafayette,Pat,25,69.5,100,16.2,49.3,52.22,3.6,6.1,9.2,14.9,28,34,0.824,29,82,0.354,50,129,0.388,1.3,1.7,16.1,Sr,5-11,24,1.61709,90.1982,1.8,2026,67620,"Venise-en-Quebec, Canada",,1,13,38,16,44,0.3421,0.3636,0,0,,,100.964,107.183,1.27381,126.105,-1.13583,1.02743,-2.16327,-1.38537,33.628,0.523588,-1.90895,1.04,2,3.04,1.32,0.92,0.44,9.44,Combo G,9.47513,,2026
Skylar Barnes,Coppin St.,MEAC,31,44.8,77.1,20.8,34.3,39.61,3.4,11.3,10.4,23.1,39,51,0.765,36,111,0.324,22,90,0.244,0.4,1.9,25.4,Sr,5-6,5,0.152514,78.6571,3.7,2026,67621,"Lancaster, TX",,0.43397051,22,61,14,50,0.3607,0.28,0,0,,,92.8143,95.6225,1.40281,111.367,-4.87595,-3.35855,-1.5174,-4.24925,17.597,-3.49926,-0.749997,0.5758,1.7576,2.3333,0.697,0.7576,0.0606,5.8485,Wing G,8.64695,,2026
Sifa Joyeuse,Grand Canyon,MWC,27,21.1,83.9,18.9,41.3,47.67,5.1,16.1,9.7,27.6,24,38,0.632,11,26,0.423,10,37,0.27,0.7,3.5,60.3,Jr,5-11,8,0.293944,84.6662,4.1,2026,67624,"Musanze, Rwanda",,0.52003457,7,18,4,8,0.3889,0.5,0,0,,,87.2058,86.37,1.10537,62.9496,0.16076,-1.59766,1.75842,0.521687,10.0074,-1.71914,2.24083,0.4444,1.3704,1.8148,0.4815,0.6296,0.0741,2.8148,Wing G,7.71875,,2026
Emmie Streams,Maine,AE,32,28.5,78.2,7.6,32,35.61,4.4,5.3,10.8,33.3,4,7,0.571,5,12,0.417,2,13,0.154,0,1.7,28,Jr,5-4,2,-0.582295,61.4653,2.3,2026,67628,"Veazie, ME",,1.46651021,4,11,1,1,0.3636,1,0,0,,,97.6968,99.2544,0.748688,51.9666,-5.74185,-3.84887,-1.89298,-5.53687,11.3875,-4.29114,-1.24573,0.4375,0.5,0.9375,0.6875,0.3125,0,0.625,Combo G,2.19683,,2026
Anaya Harris,Gardner Webb,BSth,20,44.8,83.2,25.4,41.1,46.3,5.3,6.6,16.7,24.5,43,57,0.754,73,167,0.437,4,25,0.16,2.4,2.7,29.7,Jr,5-9,8,0.637051,82.8185,3.7,2026,67629,"Raleigh, NC",,0.58620689,52,100,21,67,0.52,0.3134,0,0,,,96.6124,108.052,0.977118,94.6207,-6.27386,-4.36289,-1.91097,-6.11197,27.745,-3.83308,-2.27888,1.3,1.55,2.85,1.7,1.25,0.5,10.05,Combo G,2.681,,2026
Lauren Bailey,Furman,SC,22,51.6,88.9,12.5,52.9,53.85,0.9,10.7,4.9,29.6,5,6,0.833,3,13,0.231,40,106,0.377,0.8,2.2,5,Jr,5-8,0,-0.0328555,75.827,2.9,2026,67630,"Greeneville, TN",,0.45239569,1,9,2,4,0.1111,0.5,0,0,,,93.6888,96.8411,1.87403,102.681,-2.98674,-2.04237,-0.944364,-2.42252,25.0808,-2.22709,-0.195426,0.3077,2.4231,2.7308,0.7308,1,0.1538,6.2308,Combo G,10.5875,,2026
Ashley Hawkins,Santa Clara,WCC,32,79.1,109.4,23,46.6,54.58,1.3,10.7,35.7,19.9,123,144,0.854,97,206,0.471,40,131,0.305,0.2,2.3,42.7,Sr,5-6,23,4.33803,115.703,2.1,2026,67632,"Long Beach, CA",,2.3750482,83,164,14,42,0.5061,0.3333,0,0,,,95.3705,94.336,2.62089,193.854,2.7927,4.52567,-1.73297,3.38072,31.1588,3.67395,-0.293222,0.4706,3.4118,3.8824,6.1471,1.4412,0.0588,13.7059,Pure PG,6.90032,,2026
Caroline Dotsey,Butler,BE,31,56.4,98.8,17.4,53,55.88,5.8,18.2,5,19.2,27,32,0.844,72,120,0.6,22,78,0.282,0.4,0.6,16.2,Jr,6-2,25,1.82468,99.5228,3.1,2026,67633,"Havertown, PA",,0.37502907,64,101,8,19,0.6337,0.4211,0,0,,,95.9101,89.5398,2.24287,126.839,0.163376,0.864524,-0.701149,0.811906,22.6387,1.13535,-0.323445,1,3.6452,4.6452,0.4839,0.2258,0.0968,7.6452,Wing G,6.50308,,2026
Andrea Martinez,Northeastern,CAA,8,5.7,14.2,12.8,0,0,5.1,10.5,5.5,13.8,0,0,0,0,7,0,0,11,0,0,1.8,0,Jr,6-1,13,-1.9234,10.2141,1.8,2026,67634,"Barcelona, Spain",,1,0,2,0,5,0,0,0,0,,,101.194,104.124,0.41034,10.9402,-11.675,-7.69586,-3.97912,-12.7414,8.4,-8.9137,-3.82769,0.375,0.75,1.125,0.25,0.25,0,0,PF/C,9.65169,,2026
Charlisse Leger-Walker,UCLA,B10,37,70.1,117.2,18.1,55.5,56.58,3.5,11.9,29.1,24.9,25,39,0.641,71,122,0.582,47,133,0.353,1.2,3.4,15.3,Sr,5-10,5,4.93106,126.861,2.4,2026,67635,"Hamilton, New Zealand",,2.62496543,54,82,17,40,0.6585,0.425,0,0,,,82.6387,70.9114,4.60313,220.48,13.7939,8.93633,4.85758,13.1556,28.0514,7.29799,5.85761,0.7838,3.1892,3.973,5.6757,1.6216,0.3243,8.3243,Scoring PG,7.48084,,2026
Aryss Macktoon,La Salle,A10,32,82.2,89.9,27.3,41.8,44.93,8.5,16.1,14.5,16.8,74,111,0.667,185,425,0.435,11,57,0.193,1.3,5.5,23,Jr,5-10,0,2.6223,99.1735,3.2,2026,67636,"Baltimore, MD",,0.72726592,91,155,94,270,0.5871,0.3481,0,0,,,83.8449,84.3035,3.86952,277.745,3.61694,1.10792,2.50902,3.57066,32.7364,1.66837,1.90229,2.7576,4.8788,7.6364,1.9394,3.1818,0.4242,14.9697,Wing G,3.05013,,2026
Kristina Juric,Manhattan,MAAC,21,43.7,88.9,17,51.5,53.17,5.9,13.4,9.6,26.3,21,35,0.6,70,135,0.519,0,1,0,3.4,1.5,25.7,Jr,6-2,6,0.777217,84.8494,3.3,2026,67638,"Bukovacka, Croatia",,0.5,47,81,23,54,0.5802,0.4259,0,0,,,93.5075,94.2719,2.15062,102.006,-3.04696,-2.99916,-0.0478027,-2.20192,25.9,-1.68309,-0.518833,1.381,3.1905,4.5714,1,0.6667,0.8095,7.6667,Wing G,0.106721,,2026
Tiffany Hammond,North Texas,Amer,12,19.8,88.9,16.6,44.7,45.88,2.9,6.1,15.7,25.5,6,11,0.545,10,18,0.556,13,48,0.271,0,2,16.7,Sr,5-8,2,0.575443,84.426,3.6,2026,67639,"Trenton, NJ",,1.47373074,4,4,6,14,1,0.4286,0,0,,,91.5139,88.1256,2.10345,43.8276,0.665712,0.993438,-0.327726,0.0244493,21.3643,-0.545694,0.570143,0.6429,1.2857,1.9286,2,1.2143,0,6.5714,Combo G,10.6752,,2026
Tegan Young,UC Davis,BW,32,66.1,94.3,15,42,45.72,6.5,10,8.9,16,33,45,0.733,51,103,0.495,22,97,0.227,0.7,2.1,22.5,Jr,6-1,10,0.871389,85.7037,2.6,2026,67640,"Leominster, MA",,1.10531495,43,81,8,22,0.5309,0.3636,0,0,,,95.8084,98.1883,1.83529,157.22,-0.739838,-0.0540582,-0.685779,-1.7315,26.7824,-0.968198,-0.763306,1.5294,2.7059,4.2353,1.2353,0.9412,0.2353,6.4412,Wing G,6.4712,,2026
Izzy Sullivan,Nevada,MWC,30,77.5,83.9,17,40.7,43.51,0.8,8,11.9,19.5,44,80,0.55,66,144,0.458,20,92,0.217,0.3,2,33.9,Jr,5-10,2,0.556973,81.3906,1.7,2026,67641,"Sammamish, WA",,1.03845235,46,83,20,61,0.5542,0.3279,0,0,,,95.5929,96.2545,2.36153,156.75,-1.85429,-1.00306,-0.851236,-2.54873,31.0032,-2.29524,-0.253484,0.2581,2.1613,2.4194,1.7419,1.0968,0.0968,7.9355,Combo G,5.85557,,2026
Elisabeth Aegisdottir,Liberty,CUSA,29,80,77.1,14.2,38.1,41.27,3.4,14.4,8.3,30.3,25,37,0.676,25,89,0.281,29,91,0.319,0.6,1.4,20.6,Jr,6-2,21,-0.609152,70.7168,3.2,2026,67648,"Grindavik, Iceland",,0.66177339,22,61,3,28,0.3607,0.1071,0,0,,,94.5073,95.7432,2.49431,166.71,-0.833836,-1.35096,0.517123,-2.90522,31.4452,-2.78852,-0.116705,1,3.9677,4.9677,1.4516,0.7742,0.1613,5.4516,Wing G,5.95338,,2026
Jayla Murray,Mississippi,SEC,32,20.2,108.6,16.6,48.4,52.76,11,11.1,15.9,21,19,29,0.655,31,63,0.492,0,1,0,0.7,1,45.3,Sr,6-1,4,1.0889,110.808,6.6,2026,67652,"St. Louis, MO",,1.44444444,26,45,5,18,0.5778,0.2778,0,0,,,92.3718,85.1121,1.04116,49.7161,5.79041,4.85422,0.936188,3.30757,9.1031,1.95157,1.356,0.9375,0.875,1.8125,0.8125,0.1562,0.0625,2.5312,Wing G,0.194027,,2026
Kaili Chamberlin,McNeese St.,Slnd,33,40.2,85.5,17.6,42.4,43.44,2.9,11.6,6.5,17,6,6,1,24,61,0.393,32,109,0.294,0,3.7,3.5,Sr,5-9,6,0.193164,79.6624,3.9,2026,67653,"Medford, OR",,0.6895969,15,35,9,26,0.4286,0.3462,0,0,,,81.6849,84.5258,1.87955,106.058,-0.812438,-1.47136,0.658921,-1.47248,16.02,-2.2994,0.826917,0.4286,1.4,1.8286,0.5714,1.0286,0,4.6857,Combo G,12.0958,,2026
Claudia Langarita,California,ACC,23,17.1,64.2,17.5,30.6,33.39,5.3,9.8,13.1,34.5,6,10,0.6,15,41,0.366,1,13,0.077,2.8,1.2,18.5,Sr,6-2,22,-0.422097,64.918,5,2026,67654,"Barcelona, Spain",,0.69232132,13,30,2,11,0.4333,0.1818,0,0,,,93.7981,87.6774,1.14186,44.5482,-2.58439,-4.45162,1.86724,-3.79857,10.8391,-5.41221,1.61365,0.4783,1,1.4783,0.7826,0.2174,0.3478,1.6957,Wing G,3.02811,,2026
